log_id,district,crop_type,growth_stage,kc_value,t_max_c,t_min_c,solar_rad_mjm2,et0_mm_day,crop_water_need_mm_day,rain_7d_mm,effective_rain_mm,recommended_irrigation_mm_week,recommended_irrigation_liters_acre,n_deficit_kg_acre,p_deficit_kg_acre,k_deficit_kg_acre,urea_kg_acre,dap_kg_acre,mop_kg_acre
5693,Nilgiris,Banana,Mid-season,1.1,27.4,19.7,19.2,5.05,5.55,4.0,4.0,34.9,141345.0,0.0,31.1,0.0,0.0,67.6,0.0
5694,Madurai,Banana,Mid-season,1.1,33.2,24.5,20.2,6.41,7.05,16.1,15.7,33.7,136248.0,1.9,31.4,37.5,4.1,68.2,62.4
5695,Nilgiris,Banana,Development,0.8,29.5,22.8,17.7,4.61,3.69,10.9,10.7,15.1,61004.0,46.8,31.8,15.5,101.8,69.2,25.9
5696,Trichy,Onion,Development,0.88,34.0,26.8,23.0,6.82,5.97,44.8,41.6,0.2,657.0,9.8,46.2,0.0,21.3,100.3,0.0
5697,Coimbatore,Sesamum,Initial,0.35,33.5,25.0,15.7,4.94,1.73,4.7,4.7,7.4,30114.0,0.0,23.4,0.0,0.0,50.9,0.0
5698,Trichy,Sunflower,Mid-season,1.15,34.6,27.2,24.4,7.4,8.51,4.8,4.8,54.8,221825.0,0.0,49.7,0.0,0.0,108.1,0.0
5699,Vellore,Cotton,Mid-season,1.15,35.6,28.8,19.7,5.88,6.77,0.6,0.6,46.7,189089.0,7.7,20.6,7.9,16.8,44.8,13.1
5700,Nilgiris,Millets,Initial,0.3,36.8,29.0,20.3,6.61,1.98,11.8,11.6,2.3,9206.0,3.6,44.7,0.0,7.9,97.1,0.0
5701,Nagapattinam,Banana,Development,0.8,40.7,34.6,16.5,5.23,4.18,18.7,18.2,11.1,45023.0,4.7,30.3,0.0,10.3,65.8,0.0
5702,Krishnagiri,Coconut,Initial,1.0,30.3,22.4,16.3,4.68,4.68,1.9,1.9,30.9,124856.0,57.8,46.5,0.0,125.6,101.0,0.0
5703,Thanjavur,Turmeric,Mid-season,1.05,29.9,23.8,17.2,4.38,4.6,11.7,11.5,20.7,83816.0,6.5,51.2,0.0,14.1,111.2,0.0
5704,Tirunelveli,Banana,Mid-season,1.1,30.8,20.9,20.3,6.42,7.06,4.4,4.4,45.0,182199.0,30.8,30.6,0.0,67.1,66.5,0.0
5705,Krishnagiri,Sorghum,Mid-season,1.05,35.7,27.2,19.6,6.46,6.78,5.3,5.3,42.2,170766.0,0.0,35.4,0.0,0.0,76.9,0.0
5706,Trichy,Sugarcane,Mid-season,1.25,34.0,27.7,16.9,4.78,5.98,2.9,2.9,38.9,157428.0,63.3,52.4,0.0,137.7,113.8,0.0
5707,Tirunelveli,Onion,Development,0.88,34.9,26.3,18.4,5.99,5.24,2.6,2.6,34.1,137863.0,4.8,39.6,0.0,10.3,86.2,0.0
5708,Thanjavur,Sugarcane,Initial,0.4,33.7,24.5,20.1,6.59,2.64,0.6,0.6,17.9,72356.0,0.0,30.7,0.0,0.0,66.8,0.0
5709,Nagapattinam,Rice,Development,1.12,31.3,21.5,19.4,6.19,6.96,4.8,4.8,43.9,177769.0,0.0,38.2,0.0,0.0,83.1,0.0
5710,Nagapattinam,Sugarcane,Development,0.82,37.0,29.1,20.5,6.75,5.57,11.0,10.8,28.2,113979.0,0.0,15.5,21.9,0.0,33.6,36.5
5711,Nilgiris,Onion,Initial,0.7,29.0,21.4,23.0,6.31,4.42,2.4,2.4,28.6,115553.0,1.3,31.6,3.7,2.8,68.8,6.2
5712,Kovilpatti,Maize,Mid-season,1.2,35.5,27.3,15.6,5.03,6.04,4.9,4.8,37.4,151385.0,5.9,40.8,37.1,12.8,88.6,61.8
5713,Krishnagiri,Sunflower,Mid-season,1.15,34.5,26.7,14.0,4.36,5.01,1.8,1.8,33.3,134777.0,22.4,46.6,43.6,48.6,101.3,72.7
5714,Kovilpatti,Millets,Late-season,0.75,32.0,24.9,20.5,5.8,4.35,6.3,6.3,24.2,97826.0,8.9,13.9,0.0,19.3,30.2,0.0
5715,Coimbatore,Groundnut,Development,0.75,34.0,26.0,14.7,4.57,3.43,70.1,62.2,0.0,0.0,4.6,26.2,11.4,10.1,56.9,18.9
5716,Tirunelveli,Chili,Initial,0.6,37.6,28.8,22.0,7.65,4.59,1.4,1.4,30.7,124203.0,35.4,24.5,0.0,77.0,53.3,0.0
5717,Nilgiris,Millets,Mid-season,1.0,31.1,22.0,19.4,5.97,5.97,12.7,12.4,29.4,118974.0,19.5,32.4,0.0,42.5,70.4,0.0
5718,Nilgiris,Sunflower,Development,0.75,33.0,25.7,21.2,6.21,4.66,1.4,1.4,31.3,126489.0,0.0,29.1,0.0,0.0,63.2,0.0
5719,Nagapattinam,Banana,Development,0.8,34.9,28.0,17.6,5.23,4.19,5.7,5.7,23.6,95623.0,6.4,40.5,0.0,14.0,88.0,0.0
5720,Kovilpatti,Onion,Mid-season,1.05,31.6,24.1,15.6,4.5,4.73,14.5,14.2,18.9,76661.0,0.0,12.2,0.0,0.0,26.5,0.0
5721,Madurai,Sesamum,Late-season,0.68,29.7,21.8,23.5,6.63,4.48,5.6,5.5,25.8,104421.0,76.0,19.1,0.0,165.2,41.6,0.0
5722,Krishnagiri,Cotton,Initial,0.35,27.0,18.6,19.9,5.4,1.89,6.5,6.4,6.8,27658.0,40.1,36.2,0.0,87.2,78.6,0.0
5723,Madurai,Pulses,Mid-season,1.1,29.9,23.4,19.3,5.04,5.54,0.3,0.3,38.5,155941.0,1.7,20.5,0.0,3.7,44.5,0.0
5724,Coimbatore,Groundnut,Development,0.75,30.3,22.3,13.6,3.91,2.93,4.9,4.9,15.6,63210.0,0.0,44.4,1.6,0.0,96.5,2.6
5725,Coimbatore,Rice,Late-season,1.05,38.8,29.4,17.3,6.32,6.63,2.3,2.3,44.2,178801.0,49.5,37.0,25.2,107.7,80.4,42.0
5726,Tirunelveli,Coconut,Late-season,1.0,29.0,19.2,18.8,5.69,5.69,24.0,23.0,16.8,67952.0,50.7,22.2,0.0,110.2,48.2,0.0
5727,Tirunelveli,Pulses,Initial,0.4,36.7,27.7,16.6,5.74,2.3,1.5,1.5,14.6,59015.0,0.0,31.9,0.0,0.0,69.3,0.0
5728,Nagapattinam,Sunflower,Late-season,0.75,34.1,24.2,19.9,6.78,5.08,16.9,16.5,19.1,77325.0,29.8,28.8,39.4,64.9,62.6,65.6
5729,Nagapattinam,Coconut,Development,1.0,31.4,21.4,18.8,6.02,6.02,21.9,21.1,21.0,84920.0,7.3,38.6,0.0,15.9,83.8,0.0
5730,Tirunelveli,Sunflower,Mid-season,1.15,31.6,23.4,23.5,7.01,8.06,9.3,9.2,47.2,191194.0,0.0,19.7,0.0,0.0,42.8,0.0
5731,Nilgiris,Pulses,Initial,0.4,34.3,24.5,20.8,7.08,2.83,0.1,0.1,19.7,79852.0,0.0,49.0,0.0,0.0,106.6,0.0
5732,Nilgiris,Coconut,Initial,1.0,32.8,24.4,17.9,5.55,5.55,23.8,22.9,15.9,64485.0,37.3,28.6,0.0,81.0,62.1,0.0
5733,Krishnagiri,Millets,Mid-season,1.0,28.3,20.9,15.1,4.03,4.03,0.3,0.3,27.9,112946.0,33.1,26.6,0.0,72.0,57.9,0.0
5734,Coimbatore,Chili,Development,0.82,31.2,22.3,19.1,5.84,4.82,5.5,5.5,28.2,114264.0,0.0,35.3,0.0,0.0,76.8,0.0
5735,Tirunelveli,Turmeric,Late-season,0.98,38.0,28.6,18.1,6.55,6.39,0.9,0.9,43.7,177038.0,44.0,26.9,0.0,95.7,58.6,0.0
5736,Nilgiris,Banana,Development,0.8,32.7,25.9,19.3,5.42,4.34,6.9,6.8,23.5,95267.0,8.6,20.6,14.2,18.8,44.7,23.6
5737,Nilgiris,Onion,Development,0.88,32.2,25.9,19.1,5.19,4.54,0.8,0.8,30.9,125247.0,36.1,33.3,0.0,78.4,72.5,0.0
5738,Nagapattinam,Cotton,Mid-season,1.15,28.6,21.8,19.9,5.12,5.89,1.7,1.7,39.5,159973.0,6.7,20.3,0.0,14.6,44.1,0.0
5739,Trichy,Chili,Development,0.82,38.5,30.1,19.1,6.66,5.49,1.0,1.0,37.4,151539.0,0.0,23.5,37.3,0.0,51.1,62.2
5740,Trichy,Sorghum,Late-season,0.8,33.7,24.3,20.1,6.64,5.31,5.2,5.1,32.1,129763.0,15.0,16.7,0.0,32.5,36.3,0.0
5741,Trichy,Coconut,Mid-season,1.0,32.7,24.8,20.9,6.28,6.28,3.6,3.5,40.4,163508.0,4.0,27.5,0.0,8.8,59.7,0.0
5742,Trichy,Sunflower,Mid-season,1.15,32.4,23.6,19.7,6.18,7.11,6.8,6.7,43.0,174164.0,7.0,32.7,0.0,15.2,71.1,0.0
5743,Krishnagiri,Cotton,Mid-season,1.15,32.0,24.9,14.1,3.98,4.58,4.7,4.7,27.4,110731.0,0.0,44.9,3.9,0.0,97.6,6.6
5744,Nagapattinam,Sunflower,Mid-season,1.15,34.7,27.5,16.3,4.9,5.64,1.3,1.3,38.2,154516.0,71.8,38.0,0.0,156.0,82.7,0.0
5745,Vellore,Groundnut,Development,0.75,30.1,23.5,21.4,5.65,4.24,8.1,7.9,21.7,87960.0,48.8,38.5,0.0,106.1,83.6,0.0
5746,Kovilpatti,Cotton,Initial,0.35,33.1,26.2,22.6,6.47,2.26,1.3,1.3,14.5,58778.0,0.0,52.5,0.0,0.0,114.1,0.0
5747,Nagapattinam,Onion,Initial,0.7,36.1,26.9,23.4,8.06,5.64,6.6,6.6,32.9,133243.0,0.0,20.1,17.7,0.0,43.6,29.5
5748,Thanjavur,Banana,Late-season,1.05,30.6,22.5,14.9,4.31,4.52,7.1,7.0,24.7,99893.0,0.0,30.6,0.0,0.0,66.6,0.0
5749,Madurai,Sunflower,Mid-season,1.15,35.3,28.2,21.1,6.4,7.36,3.9,3.9,47.7,193014.0,0.0,24.8,0.0,0.0,53.9,0.0
5750,Krishnagiri,Cotton,Mid-season,1.15,34.0,27.8,23.7,6.61,7.6,22.3,21.5,31.7,128161.0,27.8,16.3,0.0,60.4,35.5,0.0
5751,Coimbatore,Turmeric,Mid-season,1.05,27.8,18.6,23.3,6.67,7.0,3.4,3.3,45.7,184881.0,0.0,14.8,0.0,0.0,32.2,0.0
5752,Vellore,Maize,Mid-season,1.2,34.4,24.8,22.9,7.72,9.26,1.8,1.8,63.0,254970.0,14.8,21.4,0.0,32.2,46.6,0.0
5753,Coimbatore,Rice,Development,1.12,34.5,25.6,21.7,7.14,8.03,0.6,0.6,55.7,225228.0,42.3,15.7,64.1,91.9,34.0,106.8
5754,Kovilpatti,Rice,Initial,1.05,29.7,19.7,17.5,5.42,5.69,1.5,1.5,38.3,155128.0,55.3,34.5,0.0,120.3,74.9,0.0
5755,Madurai,Millets,Late-season,0.75,36.4,28.9,20.4,6.48,4.86,14.8,14.5,19.5,78970.0,4.4,31.6,0.0,9.6,68.6,0.0
5756,Madurai,Pulses,Initial,0.4,33.6,26.0,15.8,4.79,1.91,46.7,43.2,0.0,0.0,0.0,29.9,0.0,0.0,65.0,0.0
5757,Tirunelveli,Cotton,Mid-season,1.15,34.4,27.8,18.9,5.43,6.25,1.4,1.4,42.3,171357.0,24.0,20.4,0.0,52.2,44.3,0.0
5758,Coimbatore,Coconut,Late-season,1.0,29.6,20.5,18.4,5.47,5.47,21.2,20.5,17.8,72044.0,0.0,19.4,0.0,0.0,42.1,0.0
5759,Thanjavur,Pulses,Initial,0.4,33.1,25.4,22.4,6.74,2.7,1.3,1.3,17.6,71249.0,0.0,36.9,0.0,0.0,80.2,0.0
5760,Trichy,Cotton,Mid-season,1.15,39.3,31.8,17.7,5.95,6.85,29.0,27.7,20.2,81925.0,0.0,42.7,30.6,0.0,92.8,50.9
5761,Coimbatore,Onion,Mid-season,1.05,39.7,30.4,12.2,4.53,4.76,12.0,11.8,21.5,87079.0,4.0,21.1,0.0,8.7,45.8,0.0
5762,Coimbatore,Maize,Mid-season,1.2,32.4,25.8,28.3,7.88,9.46,16.4,15.9,50.3,203418.0,0.0,47.2,0.0,0.0,102.6,0.0
5763,Coimbatore,Sugarcane,Mid-season,1.25,36.4,28.2,18.0,5.95,7.44,1.8,1.8,50.3,203722.0,0.0,16.1,8.3,0.0,35.1,13.8
5764,Nilgiris,Maize,Development,0.75,32.3,23.4,13.9,4.34,3.26,3.0,3.0,19.8,80315.0,45.4,28.2,0.0,98.7,61.3,0.0
5765,Krishnagiri,Millets,Initial,0.3,31.1,24.1,18.4,5.06,1.52,20.8,20.1,0.0,0.0,0.0,17.9,0.0,0.0,39.0,0.0
5766,Trichy,Banana,Late-season,1.05,36.4,28.2,20.2,6.64,6.97,3.6,3.6,45.2,182903.0,4.4,18.6,0.0,9.5,40.4,0.0
5767,Vellore,Groundnut,Mid-season,1.1,28.3,18.6,20.6,6.08,6.69,9.5,9.4,37.4,151404.0,0.0,14.3,0.0,0.0,31.0,0.0
5768,Nilgiris,Sesamum,Initial,0.35,35.1,28.8,18.6,5.32,1.86,4.4,4.4,8.6,34951.0,0.0,19.0,2.1,0.0,41.3,3.4
5769,Nagapattinam,Coconut,Late-season,1.0,31.5,24.6,24.1,6.64,6.64,8.7,8.6,37.9,153202.0,68.2,41.1,0.0,148.3,89.4,0.0
5770,Nagapattinam,Groundnut,Mid-season,1.1,35.6,28.4,20.7,6.36,7.0,2.3,2.3,46.7,189085.0,4.2,10.8,0.0,9.2,23.4,0.0
5771,Krishnagiri,Turmeric,Late-season,0.98,34.8,28.1,16.4,4.81,4.69,6.0,6.0,26.8,108652.0,49.3,51.3,0.0,107.2,111.6,0.0
5772,Krishnagiri,Turmeric,Mid-season,1.05,32.5,24.8,16.1,4.8,5.04,22.9,22.1,13.2,53509.0,22.7,18.8,0.0,49.3,40.9,0.0
5773,Thanjavur,Sunflower,Late-season,0.75,33.5,26.1,21.6,6.41,4.81,10.3,10.1,23.5,95288.0,58.7,23.6,0.0,127.7,51.2,0.0
5774,Vellore,Sesamum,Development,0.73,32.3,22.5,18.0,5.85,4.24,2.6,2.6,27.1,109579.0,52.2,26.8,0.0,113.6,58.3,0.0
5775,Tirunelveli,Cotton,Development,0.75,31.3,21.7,20.7,6.53,4.9,4.8,4.7,29.6,119612.0,0.0,47.1,0.0,0.0,102.4,0.0
5776,Thanjavur,Pulses,Mid-season,1.1,32.1,22.6,17.1,5.46,6.01,21.8,21.1,21.0,85002.0,0.0,48.0,0.0,0.0,104.4,0.0
5777,Thanjavur,Sesamum,Development,0.73,37.0,28.0,19.0,6.6,4.78,3.2,3.2,30.3,122685.0,0.0,53.1,0.0,0.0,115.4,0.0
5778,Nilgiris,Coconut,Mid-season,1.0,33.5,23.6,19.1,6.39,6.39,6.1,6.0,38.7,156622.0,62.1,47.8,19.9,135.1,103.9,33.2
5779,Nilgiris,Sugarcane,Late-season,1.0,32.4,25.3,17.0,4.87,4.87,12.6,12.4,21.7,87875.0,15.6,33.3,0.0,34.0,72.4,0.0
5780,Tirunelveli,Sunflower,Mid-season,1.15,31.7,25.5,24.0,6.34,7.29,3.6,3.6,47.4,191991.0,53.9,18.9,0.0,117.1,41.0,0.0
5781,Krishnagiri,Banana,Mid-season,1.1,36.0,29.3,18.3,5.52,6.07,12.1,11.8,30.7,124090.0,5.3,44.0,0.0,11.4,95.6,0.0
5782,Tirunelveli,Onion,Initial,0.7,29.3,23.1,16.0,4.06,2.84,8.1,8.0,11.8,47867.0,0.0,18.1,0.0,0.0,39.3,0.0
5783,Coimbatore,Turmeric,Initial,0.3,31.1,22.6,20.4,6.12,1.84,14.3,14.0,0.0,0.0,5.4,32.7,0.0,11.7,71.1,0.0
5784,Nilgiris,Chili,Mid-season,1.05,37.3,28.9,20.1,6.84,7.18,21.2,20.4,29.8,120661.0,25.9,37.0,0.0,56.2,80.5,0.0
5785,Tirunelveli,Banana,Development,0.8,35.9,29.3,16.2,4.81,3.85,4.2,4.2,22.8,92201.0,26.6,38.3,0.0,57.8,83.2,0.0
5786,Vellore,Maize,Development,0.75,32.5,23.0,25.5,8.27,6.21,7.2,7.1,36.3,147002.0,52.2,25.4,0.0,113.5,55.2,0.0
5787,Kovilpatti,Sesamum,Mid-season,1.1,36.1,28.5,20.6,6.57,7.23,3.9,3.9,46.7,189056.0,45.9,15.3,0.0,99.7,33.3,0.0
5788,Nilgiris,Rice,Mid-season,1.2,31.5,23.4,15.1,4.46,5.36,1.5,1.5,36.0,145756.0,22.7,48.6,0.0,49.4,105.6,0.0
5789,Nilgiris,Millets,Development,0.65,25.6,17.2,15.5,4.05,2.63,3.4,3.4,15.0,60871.0,7.4,20.6,0.0,16.1,44.8,0.0
5790,Vellore,Banana,Late-season,1.05,33.8,27.1,18.1,5.21,5.47,4.6,4.5,33.7,136449.0,0.0,49.9,0.0,0.0,108.4,0.0
5791,Kovilpatti,Groundnut,Development,0.75,34.6,26.5,17.9,5.66,4.24,5.2,5.1,24.6,99365.0,12.3,49.7,0.0,26.7,108.1,0.0
5792,Nilgiris,Sorghum,Late-season,0.8,34.6,27.8,17.6,5.19,4.15,18.7,18.2,10.9,44019.0,19.0,14.3,0.0,41.4,31.0,0.0
5793,Madurai,Cotton,Late-season,0.92,32.8,25.4,20.0,5.88,5.44,11.2,11.0,27.1,109654.0,48.0,47.5,0.0,104.3,103.3,0.0
5794,Nilgiris,Sesamum,Mid-season,1.1,31.4,23.0,22.4,6.75,7.42,2.0,2.0,50.0,202205.0,0.0,13.1,0.0,0.0,28.5,0.0
5795,Kovilpatti,Sesamum,Initial,0.35,31.4,21.9,13.9,4.36,1.52,6.2,6.1,4.6,18540.0,47.6,28.7,0.0,103.5,62.3,0.0
5796,Coimbatore,Sugarcane,Late-season,1.0,36.0,27.5,19.8,6.54,6.54,7.8,7.7,38.1,154286.0,0.0,15.3,0.0,0.0,33.2,0.0
5797,Vellore,Banana,Development,0.8,31.6,22.2,22.6,7.09,5.67,5.3,5.2,34.5,139531.0,0.0,50.1,17.9,0.0,109.0,29.8
5798,Madurai,Sugarcane,Mid-season,1.25,31.3,22.4,15.0,4.59,5.73,0.9,0.9,39.2,158644.0,37.5,16.8,24.1,81.6,36.4,40.1
5799,Nagapattinam,Groundnut,Initial,0.4,30.8,24.0,16.1,4.37,1.75,3.0,2.9,9.3,37638.0,26.0,16.0,52.8,56.6,34.9,88.1
5800,Thanjavur,Turmeric,Initial,0.3,33.6,24.2,18.4,6.06,1.82,12.9,12.7,0.1,254.0,0.0,46.7,0.0,0.0,101.6,0.0
5801,Tirunelveli,Sorghum,Initial,0.3,28.6,21.4,10.7,2.81,0.84,3.7,3.6,2.3,9166.0,5.5,10.6,0.0,11.9,23.0,0.0
5802,Tirunelveli,Groundnut,Development,0.75,32.6,25.7,16.6,4.72,3.54,39.5,37.0,0.0,0.0,0.0,30.7,0.0,0.0,66.7,0.0
5803,Trichy,Sorghum,Mid-season,1.05,34.3,24.4,24.7,8.44,8.86,11.4,11.2,50.8,205415.0,0.2,36.7,0.0,0.5,79.8,0.0
5804,Thanjavur,Turmeric,Mid-season,1.05,29.0,20.3,16.4,4.74,4.97,0.6,0.6,34.2,138384.0,0.0,44.4,0.0,0.0,96.4,0.0
5805,Krishnagiri,Cotton,Mid-season,1.15,35.1,28.6,24.2,7.01,8.06,0.9,0.9,55.5,224466.0,35.3,52.8,0.0,76.8,114.7,0.0
5806,Nilgiris,Sesamum,Development,0.73,34.3,27.9,20.6,5.87,4.25,5.8,5.8,24.0,97095.0,19.6,48.5,17.3,42.5,105.3,28.8
5807,Vellore,Sesamum,Mid-season,1.1,27.4,17.6,19.0,5.52,6.07,6.3,6.2,36.3,146808.0,0.0,53.1,0.0,0.0,115.4,0.0
5808,Madurai,Sugarcane,Mid-season,1.25,33.7,27.2,25.1,7.1,8.88,4.2,4.2,58.0,234524.0,3.5,36.0,0.0,7.6,78.2,0.0
5809,Nilgiris,Cotton,Initial,0.35,30.7,20.8,17.9,5.65,1.98,1.2,1.2,12.7,51244.0,41.2,24.8,1.8,89.5,54.0,3.1
5810,Nagapattinam,Groundnut,Initial,0.4,31.2,22.7,18.4,5.54,2.22,0.1,0.1,15.4,62243.0,41.0,17.8,0.0,89.1,38.7,0.0
5811,Trichy,Pulses,Mid-season,1.1,34.2,25.1,16.4,5.41,5.95,11.6,11.4,30.3,122432.0,2.6,43.9,0.0,5.6,95.5,0.0
5812,Krishnagiri,Turmeric,Mid-season,1.05,29.4,22.4,21.5,5.69,5.97,1.1,1.1,40.7,164874.0,15.7,51.5,28.2,34.1,111.9,47.0
5813,Nagapattinam,Groundnut,Mid-season,1.1,35.2,29.0,15.7,4.48,4.93,1.8,1.8,32.7,132429.0,56.0,31.4,27.3,121.7,68.3,45.5
5814,Nagapattinam,Onion,Mid-season,1.05,34.1,24.6,23.2,7.75,8.14,6.4,6.3,50.7,205040.0,46.3,21.7,0.0,100.6,47.3,0.0
5815,Thanjavur,Sugarcane,Late-season,1.0,39.7,30.7,15.5,5.67,5.67,2.6,2.6,37.1,150069.0,0.0,36.7,0.0,0.0,79.7,0.0
5816,Krishnagiri,Cotton,Development,0.75,33.1,25.5,19.0,5.68,4.26,16.0,15.6,14.2,57356.0,0.0,37.0,0.0,0.0,80.5,0.0
5817,Coimbatore,Maize,Late-season,0.9,33.1,26.2,21.3,6.11,5.5,14.2,13.9,24.6,99425.0,13.1,45.8,1.6,28.4,99.6,2.6
5818,Tirunelveli,Sunflower,Initial,0.35,34.7,27.8,17.8,5.27,1.84,7.9,7.8,5.1,20579.0,0.0,31.2,0.0,0.0,67.9,0.0
5819,Nilgiris,Sunflower,Initial,0.35,38.0,30.2,17.8,5.95,2.08,1.9,1.9,12.7,51405.0,0.7,33.9,7.9,1.4,73.6,13.2
5820,Coimbatore,Onion,Mid-season,1.05,30.0,20.5,18.5,5.66,5.95,1.4,1.4,40.2,162873.0,0.0,32.1,0.0,0.0,69.9,0.0
5821,Nagapattinam,Groundnut,Initial,0.4,30.8,22.0,17.4,5.27,2.11,14.3,14.0,0.8,3186.0,37.8,37.2,18.9,82.2,80.9,31.5
5822,Trichy,Cotton,Initial,0.35,35.0,28.3,18.2,5.33,1.87,7.8,7.7,5.4,21890.0,24.6,51.3,0.0,53.6,111.4,0.0
5823,Thanjavur,Chili,Initial,0.6,33.4,23.7,20.8,6.9,4.14,1.1,1.1,27.9,112964.0,0.7,44.8,0.0,1.6,97.4,0.0
5824,Nilgiris,Pulses,Mid-season,1.1,32.3,25.0,18.6,5.39,5.93,4.1,4.0,37.5,151561.0,40.0,44.6,0.0,87.1,97.0,0.0
5825,Thanjavur,Millets,Initial,0.3,31.9,23.4,12.3,3.77,1.13,15.6,15.2,0.0,0.0,14.8,16.1,0.0,32.2,35.0,0.0
5826,Vellore,Maize,Mid-season,1.2,36.0,26.8,18.5,6.38,7.65,2.3,2.3,51.3,207632.0,45.3,31.0,0.0,98.6,67.5,0.0
5827,Coimbatore,Coconut,Late-season,1.0,34.3,28.1,18.9,5.31,5.31,8.8,8.7,28.5,115174.0,34.4,16.3,0.0,74.7,35.4,0.0
5828,Thanjavur,Maize,Initial,0.3,31.4,22.7,19.1,5.81,1.74,1.4,1.4,10.8,43538.0,0.0,18.0,0.0,0.0,39.2,0.0
5829,Thanjavur,Rice,Initial,1.05,31.8,22.3,17.4,5.53,5.81,2.8,2.8,37.9,153216.0,49.9,25.6,0.0,108.4,55.6,0.0
5830,Tirunelveli,Maize,Development,0.75,34.3,24.6,15.8,5.34,4.0,7.0,6.9,21.1,85494.0,51.6,36.1,0.0,112.1,78.5,0.0
5831,Nilgiris,Millets,Mid-season,1.0,37.4,27.6,27.0,9.74,9.74,7.4,7.3,60.9,246452.0,0.0,13.6,0.0,0.0,29.7,0.0
5832,Krishnagiri,Cotton,Mid-season,1.15,31.2,23.0,14.7,4.33,4.98,0.0,0.0,34.9,141103.0,25.5,14.3,0.0,55.4,31.2,0.0
5833,Kovilpatti,Maize,Development,0.75,32.1,23.4,21.7,6.73,5.05,7.6,7.5,27.8,112501.0,0.0,16.4,0.0,0.0,35.8,0.0
5834,Coimbatore,Banana,Initial,0.5,34.3,24.5,21.3,7.2,3.6,7.0,6.9,18.3,73861.0,31.3,41.8,0.0,68.0,90.8,0.0
5835,Krishnagiri,Coconut,Late-season,1.0,29.8,23.5,13.4,3.45,3.45,16.8,16.4,7.8,31469.0,27.7,48.0,0.0,60.3,104.4,0.0
5836,Nilgiris,Sesamum,Mid-season,1.1,33.6,26.9,18.0,5.13,5.64,7.9,7.8,31.7,128397.0,8.3,24.8,0.0,18.1,53.9,0.0
5837,Trichy,Chili,Mid-season,1.05,32.0,23.8,22.3,6.73,7.07,13.4,13.1,36.4,147191.0,49.6,21.3,0.0,107.8,46.4,0.0
5838,Trichy,Turmeric,Late-season,0.98,29.3,21.5,15.6,4.34,4.23,4.9,4.9,24.8,100232.0,7.1,46.4,0.0,15.4,100.9,0.0
5839,Trichy,Onion,Initial,0.7,35.2,25.7,21.0,7.21,5.04,26.6,25.5,9.8,39740.0,8.2,30.9,0.0,17.9,67.2,0.0
5840,Madurai,Sorghum,Mid-season,1.05,31.6,21.6,16.2,5.22,5.49,16.7,16.3,22.1,89482.0,0.0,30.6,30.2,0.0,66.5,50.4
5841,Madurai,Sorghum,Development,0.68,32.8,25.6,16.6,4.83,3.26,2.8,2.8,20.0,80972.0,0.0,47.1,0.0,0.0,102.4,0.0
5842,Tirunelveli,Pulses,Development,0.75,40.8,33.6,23.4,7.97,5.97,9.4,9.2,32.6,131924.0,0.0,25.5,0.0,0.0,55.4,0.0
5843,Nagapattinam,Sesamum,Development,0.73,32.7,26.4,23.0,6.24,4.53,8.0,7.9,23.8,96448.0,12.3,46.5,0.0,26.8,101.1,0.0
5844,Tirunelveli,Maize,Late-season,0.9,29.3,21.9,25.0,6.79,6.11,5.7,5.7,37.1,150037.0,59.6,23.0,14.8,129.7,50.0,24.7
5845,Tirunelveli,Maize,Mid-season,1.2,32.0,22.7,18.0,5.7,6.84,9.7,9.6,38.3,155115.0,8.1,41.8,17.5,17.6,90.9,29.1
5846,Krishnagiri,Chili,Development,0.82,35.8,27.1,21.5,7.18,5.92,23.5,22.6,18.9,76305.0,0.0,38.4,0.0,0.0,83.4,0.0
5847,Trichy,Millets,Mid-season,1.0,31.1,24.9,14.7,3.86,3.86,8.4,8.3,18.7,75687.0,0.0,27.1,0.0,0.0,58.9,0.0
5848,Coimbatore,Pulses,Mid-season,1.1,34.9,25.1,14.3,4.9,5.39,22.9,22.1,15.6,63327.0,44.2,19.3,0.0,96.1,41.9,0.0
5849,Madurai,Sunflower,Development,0.75,31.2,22.5,22.3,6.74,5.06,6.6,6.5,28.9,116949.0,22.3,35.6,0.0,48.4,77.4,0.0
5850,Thanjavur,Onion,Development,0.88,34.8,25.9,18.4,6.1,5.34,8.6,8.5,28.9,116889.0,18.9,21.1,0.0,41.0,45.9,0.0
5851,Trichy,Pulses,Mid-season,1.1,30.4,23.3,19.5,5.34,5.88,22.3,21.5,19.7,79648.0,0.0,29.8,0.0,0.0,64.7,0.0
5852,Nilgiris,Cotton,Initial,0.35,30.7,24.4,17.1,4.44,1.56,1.8,1.8,9.1,36834.0,34.2,20.8,19.6,74.4,45.1,32.7
5853,Coimbatore,Chili,Development,0.82,29.9,21.5,21.8,6.36,5.24,13.1,12.8,23.9,96780.0,24.4,15.8,0.0,53.0,34.3,0.0
5854,Coimbatore,Banana,Mid-season,1.1,36.4,27.1,15.8,5.52,6.07,12.2,12.0,30.5,123356.0,14.1,18.1,1.0,30.8,39.3,1.7
5855,Trichy,Maize,Mid-season,1.2,31.5,21.6,20.3,6.5,7.8,2.1,2.1,52.5,212409.0,0.0,15.7,7.8,0.0,34.2,13.0
