report_id,district,soil_type_declared,area_acres,ph_mean,ph_range_low,ph_range_high,ph_confidence_pct,nitrogen_level,nitrogen_confidence_pct,potassium_level,potassium_confidence_pct,phosphorus_level,organic_carbon_level,organic_carbon_confidence_pct,overall_confidence_pct,elevation_m,terrain_slope_pct,report_type
8590,Thanjavur,Black Cotton Soil,9.11,6.53,6.28,6.78,88.1,High,57.6,High,63.4,Not available (SoilGrids does not model phosphorus),Medium,53.8,65.7,155.1,0.2,preliminary
8591,Thanjavur,Lateritic Hill Soil,9.57,6.77,6.52,7.02,85.9,High,68.6,Medium,65.2,Not available (SoilGrids does not model phosphorus),Medium,39.7,64.8,57.1,5.4,preliminary
8592,Thanjavur,Lateritic Hill Soil,0.58,6.34,6.09,6.59,88.9,High,54.0,Medium,63.9,Not available (SoilGrids does not model phosphorus),Low,47.7,63.6,334.7,0.5,preliminary
8593,Kovilpatti,Lateritic Hill Soil,1.44,6.36,6.11,6.61,85.6,High,66.8,Medium,47.7,Not available (SoilGrids does not model phosphorus),Medium,32.9,58.2,530.5,3.3,preliminary
8594,Kovilpatti,Coastal Alluvial,5.66,6.76,6.51,7.01,88.6,Medium,79.2,Medium,53.8,Not available (SoilGrids does not model phosphorus),Medium,43.8,66.4,743.9,0.1,preliminary
8595,Vellore,Black Cotton Soil,9.65,7.06,6.81,7.31,89.4,Medium,74.5,Medium,47.0,Not available (SoilGrids does not model phosphorus),Low,42.3,63.3,74.0,2.6,preliminary
8596,Thanjavur,Black Clay Loam,9.05,5.71,5.46,5.96,83.6,Medium,66.7,Medium,47.4,Not available (SoilGrids does not model phosphorus),Medium,39.5,59.3,620.8,4.2,preliminary
8597,Krishnagiri,Lateritic Hill Soil,9.41,5.84,5.59,6.09,87.1,Medium,44.9,Medium,43.8,Not available (SoilGrids does not model phosphorus),Medium,45.2,55.2,391.3,2.6,preliminary
8598,Nagapattinam,Alluvial Clay,0.88,6.6,6.35,6.85,88.7,Medium,64.2,Medium,48.4,Not available (SoilGrids does not model phosphorus),Low,45.4,61.7,134.6,5.0,preliminary
8599,Trichy,Coastal Alluvial,5.3,6.94,6.69,7.19,86.1,Medium,66.2,Low,65.7,Not available (SoilGrids does not model phosphorus),Medium,50.3,67.1,466.4,0.5,preliminary
8600,Trichy,Lateritic Hill Soil,6.86,6.46,6.21,6.71,85.8,Medium,58.4,Medium,61.2,Not available (SoilGrids does not model phosphorus),Low,40.4,61.4,170.3,4.4,preliminary
8601,Nagapattinam,Black Cotton Soil,1.21,7.54,7.29,7.79,90.1,High,50.2,Medium,50.8,Not available (SoilGrids does not model phosphorus),Medium,30.0,55.3,79.1,0.4,preliminary
8602,Kovilpatti,Red Loam,9.8,6.93,6.68,7.18,90.3,Medium,53.0,Medium,44.7,Not available (SoilGrids does not model phosphorus),Medium,48.0,59.0,627.3,0.6,preliminary
8603,Nagapattinam,Lateritic Hill Soil,6.56,7.86,7.61,8.11,93.5,Medium,59.4,Medium,50.0,Not available (SoilGrids does not model phosphorus),Medium,37.7,60.2,173.6,1.8,preliminary
8604,Krishnagiri,Coastal Alluvial,6.99,7.14,6.89,7.39,86.2,Medium,74.3,Medium,46.8,Not available (SoilGrids does not model phosphorus),Medium,42.2,62.4,182.5,8.6,preliminary
8605,Krishnagiri,Alluvial Clay,9.39,7.42,7.17,7.67,87.0,Medium,44.1,Medium,44.7,Not available (SoilGrids does not model phosphorus),Medium,25.1,50.2,117.7,3.8,preliminary
8606,Krishnagiri,Coastal Alluvial,9.23,6.82,6.57,7.07,84.0,Medium,64.7,High,35.9,Not available (SoilGrids does not model phosphorus),Low,43.6,57.0,185.8,1.4,preliminary
8607,Krishnagiri,Alluvial Clay,3.02,6.03,5.78,6.28,87.6,Medium,58.2,Medium,34.5,Not available (SoilGrids does not model phosphorus),Low,34.3,53.6,399.8,0.5,preliminary
8608,Madurai,Alluvial Clay,9.91,6.53,6.28,6.78,89.1,Medium,70.9,Medium,45.5,Not available (SoilGrids does not model phosphorus),High,45.6,62.8,521.6,0.4,preliminary
8609,Nagapattinam,Black Cotton Soil,9.53,6.79,6.54,7.04,90.1,Medium,55.2,Medium,50.4,Not available (SoilGrids does not model phosphorus),Medium,42.0,59.4,466.2,3.2,preliminary
8610,Madurai,Red Loam,2.19,8.25,8.0,8.5,88.8,Medium,61.2,Low,48.7,Not available (SoilGrids does not model phosphorus),Low,37.1,59.0,172.7,2.9,preliminary
8611,Vellore,Red Sandy Loam,4.55,7.02,6.77,7.27,84.3,High,57.7,Medium,45.3,Not available (SoilGrids does not model phosphorus),Medium,24.8,53.0,572.2,0.2,preliminary
8612,Madurai,Red Sandy Loam,2.92,6.19,5.94,6.44,91.2,Medium,62.1,Low,45.4,Not available (SoilGrids does not model phosphorus),Medium,39.2,59.5,277.8,0.8,preliminary
8613,Coimbatore,Black Cotton Soil,0.57,7.2,6.95,7.45,91.8,High,67.6,Medium,51.9,Not available (SoilGrids does not model phosphorus),Medium,42.6,63.5,615.6,3.9,preliminary
8614,Kovilpatti,Coastal Alluvial,1.68,6.88,6.63,7.13,88.4,High,60.3,Medium,53.3,Not available (SoilGrids does not model phosphorus),Medium,49.6,62.9,699.9,2.2,preliminary
8615,Coimbatore,Lateritic Hill Soil,1.31,7.37,7.12,7.62,89.9,Medium,60.5,Medium,36.8,Not available (SoilGrids does not model phosphorus),Medium,62.8,62.5,271.5,1.4,preliminary
8616,Madurai,Alluvial Clay,7.2,6.8,6.55,7.05,91.7,Low,67.9,Medium,61.8,Not available (SoilGrids does not model phosphorus),Medium,33.3,63.7,172.9,0.7,preliminary
8617,Thanjavur,Red Loam,7.13,7.22,6.97,7.47,89.9,Medium,58.3,High,53.4,Not available (SoilGrids does not model phosphorus),Medium,49.2,62.7,745.2,12.0,preliminary
8618,Coimbatore,Alluvial Clay,9.26,7.74,7.49,7.99,89.4,Medium,48.2,Medium,41.5,Not available (SoilGrids does not model phosphorus),High,47.7,56.7,661.7,2.7,preliminary
8619,Coimbatore,Red Sandy Loam,1.12,6.46,6.21,6.71,90.9,Medium,59.6,Medium,49.6,Not available (SoilGrids does not model phosphorus),Medium,43.1,60.8,259.5,4.1,preliminary
8620,Krishnagiri,Black Cotton Soil,2.61,6.57,6.32,6.82,83.3,High,56.5,Medium,46.7,Not available (SoilGrids does not model phosphorus),Low,39.0,56.4,721.3,2.7,preliminary
8621,Trichy,Black Cotton Soil,8.36,6.48,6.23,6.73,84.2,Medium,62.9,Medium,43.7,Not available (SoilGrids does not model phosphorus),Medium,37.2,57.0,133.4,10.6,preliminary
8622,Nagapattinam,Red Loam,1.4,7.81,7.56,8.06,92.4,High,60.4,Medium,43.7,Not available (SoilGrids does not model phosphorus),Medium,45.2,60.4,41.7,2.3,preliminary
8623,Madurai,Lateritic Hill Soil,2.46,7.05,6.8,7.3,86.2,Medium,63.4,Medium,42.3,Not available (SoilGrids does not model phosphorus),High,51.9,61.0,254.2,3.6,preliminary
8624,Coimbatore,Coastal Alluvial,2.13,5.93,5.68,6.18,88.3,Medium,47.4,Low,53.5,Not available (SoilGrids does not model phosphorus),Medium,44.4,58.4,401.6,2.7,preliminary
8625,Madurai,Red Sandy Loam,0.91,8.2,7.95,8.45,94.3,Medium,77.3,Medium,43.7,Not available (SoilGrids does not model phosphorus),Medium,63.2,69.6,397.8,3.2,preliminary
8626,Madurai,Alluvial Clay,1.03,7.64,7.39,7.89,88.0,Medium,53.7,Medium,49.1,Not available (SoilGrids does not model phosphorus),Low,35.3,56.5,59.0,7.8,preliminary
8627,Tirunelveli,Lateritic Hill Soil,8.14,7.12,6.87,7.37,89.7,Medium,58.4,Low,51.8,Not available (SoilGrids does not model phosphorus),Medium,42.4,60.6,171.0,0.8,preliminary
8628,Madurai,Red Loam,0.76,6.88,6.63,7.13,88.8,Medium,66.6,Medium,57.4,Not available (SoilGrids does not model phosphorus),Medium,53.7,66.6,388.9,0.6,preliminary
8629,Nagapattinam,Red Loam,2.73,6.9,6.65,7.15,89.0,Medium,51.2,Medium,42.2,Not available (SoilGrids does not model phosphorus),Medium,27.9,52.6,628.6,0.4,preliminary
8630,Vellore,Alluvial Clay,9.19,7.51,7.26,7.76,90.5,Medium,72.4,High,44.2,Not available (SoilGrids does not model phosphorus),Medium,42.4,62.4,358.5,5.6,preliminary
8631,Thanjavur,Lateritic Hill Soil,3.57,6.2,5.95,6.45,85.8,High,47.7,Medium,41.6,Not available (SoilGrids does not model phosphorus),Medium,60.6,58.9,678.9,2.3,preliminary
8632,Madurai,Alluvial Clay,5.7,7.18,6.93,7.43,91.6,Medium,51.0,Low,63.4,Not available (SoilGrids does not model phosphorus),Medium,23.6,57.4,608.6,5.8,preliminary
8633,Nagapattinam,Black Cotton Soil,9.65,7.02,6.77,7.27,87.3,Medium,54.1,Medium,48.3,Not available (SoilGrids does not model phosphorus),Low,38.3,57.0,247.7,3.9,preliminary
8634,Krishnagiri,Black Clay Loam,5.06,6.68,6.43,6.93,91.7,Medium,43.5,Medium,48.4,Not available (SoilGrids does not model phosphorus),Low,29.6,53.3,81.6,1.4,preliminary
8635,Kovilpatti,Black Cotton Soil,3.04,6.11,5.86,6.36,86.0,Medium,61.4,Medium,53.5,Not available (SoilGrids does not model phosphorus),Medium,51.4,63.1,549.6,0.6,preliminary
8636,Krishnagiri,Black Cotton Soil,0.83,6.15,5.9,6.4,87.8,High,55.5,Medium,57.7,Not available (SoilGrids does not model phosphorus),Low,37.5,59.6,677.9,0.1,preliminary
8637,Krishnagiri,Black Clay Loam,7.37,6.23,5.98,6.48,87.7,Medium,44.4,High,51.1,Not available (SoilGrids does not model phosphorus),Low,45.8,57.2,185.1,2.0,preliminary
8638,Vellore,Black Clay Loam,2.41,6.1,5.85,6.35,83.0,Medium,67.4,Medium,46.0,Not available (SoilGrids does not model phosphorus),Low,30.8,56.8,335.8,1.3,preliminary
8639,Coimbatore,Red Loam,5.78,6.66,6.41,6.91,82.6,Medium,55.4,Medium,51.0,Not available (SoilGrids does not model phosphorus),Medium,58.3,61.8,449.9,1.1,preliminary
8640,Coimbatore,Red Loam,4.89,6.92,6.67,7.17,89.0,High,57.6,Medium,43.1,Not available (SoilGrids does not model phosphorus),Medium,42.6,58.1,183.2,8.0,preliminary
8641,Tirunelveli,Alluvial Clay,7.13,8.15,7.9,8.4,91.1,High,54.1,Medium,47.5,Not available (SoilGrids does not model phosphorus),Medium,50.5,60.8,791.2,0.2,preliminary
8642,Vellore,Red Loam,5.76,6.77,6.52,7.02,90.9,Medium,66.5,Medium,40.4,Not available (SoilGrids does not model phosphorus),Medium,51.1,62.2,131.1,3.6,preliminary
8643,Krishnagiri,Lateritic Hill Soil,5.54,6.54,6.29,6.79,85.2,Low,53.3,Medium,43.0,Not available (SoilGrids does not model phosphorus),Medium,46.5,57.0,372.8,3.0,preliminary
8644,Trichy,Black Clay Loam,5.7,6.03,5.78,6.28,87.3,Medium,68.8,Medium,59.9,Not available (SoilGrids does not model phosphorus),Medium,47.8,65.9,533.5,1.4,preliminary
8645,Thanjavur,Alluvial Clay,9.21,6.47,6.22,6.72,88.7,Medium,62.2,Medium,50.9,Not available (SoilGrids does not model phosphorus),Medium,37.6,59.8,529.2,4.0,preliminary
8646,Madurai,Black Clay Loam,6.79,7.02,6.77,7.27,89.3,Medium,53.9,Medium,48.0,Not available (SoilGrids does not model phosphorus),Medium,43.2,58.6,220.1,1.8,preliminary
8647,Vellore,Black Cotton Soil,0.71,6.66,6.41,6.91,88.5,Medium,62.4,High,47.9,Not available (SoilGrids does not model phosphorus),Medium,23.8,55.6,426.2,6.5,preliminary
8648,Nilgiris,Coastal Alluvial,5.28,6.16,5.91,6.41,86.0,Medium,70.2,Medium,56.9,Not available (SoilGrids does not model phosphorus),Medium,64.9,69.5,643.5,5.3,preliminary
8649,Vellore,Alluvial Clay,6.4,6.71,6.46,6.96,86.9,Medium,45.9,Medium,49.3,Not available (SoilGrids does not model phosphorus),Medium,36.7,54.7,302.2,0.7,preliminary
8650,Kovilpatti,Black Clay Loam,5.38,6.93,6.68,7.18,90.8,Medium,65.9,Medium,50.4,Not available (SoilGrids does not model phosphorus),High,34.3,60.4,270.5,1.5,preliminary
8651,Kovilpatti,Red Sandy Loam,7.78,7.0,6.75,7.25,86.6,Medium,64.1,Medium,56.3,Not available (SoilGrids does not model phosphorus),Medium,43.1,62.5,272.4,9.7,preliminary
8652,Thanjavur,Lateritic Hill Soil,1.41,6.38,6.13,6.63,87.4,Medium,57.0,Medium,61.9,Not available (SoilGrids does not model phosphorus),Medium,49.7,64.0,540.1,1.2,preliminary
8653,Nilgiris,Red Sandy Loam,7.75,6.31,6.06,6.56,87.5,Medium,64.9,Medium,54.9,Not available (SoilGrids does not model phosphorus),Medium,41.8,62.3,379.6,0.2,preliminary
8654,Thanjavur,Coastal Alluvial,1.19,7.54,7.29,7.79,90.7,Medium,56.2,Medium,34.9,Not available (SoilGrids does not model phosphorus),Medium,56.0,59.4,183.0,0.3,preliminary
8655,Nilgiris,Black Clay Loam,1.41,7.05,6.8,7.3,89.1,Medium,47.9,Medium,58.0,Not available (SoilGrids does not model phosphorus),Medium,49.2,61.0,552.4,2.5,preliminary
8656,Nagapattinam,Red Sandy Loam,5.53,6.22,5.97,6.47,88.2,Medium,55.5,High,39.4,Not available (SoilGrids does not model phosphorus),Medium,41.8,56.2,534.7,1.4,preliminary
8657,Madurai,Black Clay Loam,4.35,6.22,5.97,6.47,90.0,Medium,63.3,Medium,49.8,Not available (SoilGrids does not model phosphorus),Medium,54.3,64.4,36.9,2.2,preliminary
8658,Nagapattinam,Lateritic Hill Soil,4.04,6.88,6.63,7.13,92.2,Medium,60.9,Medium,62.4,Not available (SoilGrids does not model phosphorus),Low,66.8,70.6,540.7,1.8,preliminary
8659,Trichy,Alluvial Clay,4.47,6.38,6.13,6.63,90.3,Medium,62.8,High,51.1,Not available (SoilGrids does not model phosphorus),Low,33.4,59.4,546.3,2.9,preliminary
8660,Kovilpatti,Red Loam,6.49,7.29,7.04,7.54,87.5,Medium,56.2,High,56.8,Not available (SoilGrids does not model phosphorus),Low,43.8,61.1,750.5,1.9,preliminary
8661,Nagapattinam,Coastal Alluvial,9.13,6.73,6.48,6.98,88.8,Medium,45.1,Medium,48.2,Not available (SoilGrids does not model phosphorus),Medium,49.3,57.8,420.7,6.5,preliminary
8662,Nagapattinam,Alluvial Clay,5.51,7.58,7.33,7.83,92.2,Medium,58.9,Medium,37.9,Not available (SoilGrids does not model phosphorus),Medium,47.9,59.2,593.7,0.5,preliminary
8663,Vellore,Red Sandy Loam,0.84,6.6,6.35,6.85,84.7,Medium,50.5,Low,54.5,Not available (SoilGrids does not model phosphorus),Medium,63.9,63.4,425.2,1.1,preliminary
8664,Vellore,Coastal Alluvial,0.9,7.21,6.96,7.46,88.7,Medium,44.4,Medium,62.0,Not available (SoilGrids does not model phosphorus),Medium,39.3,58.6,311.8,3.6,preliminary
8665,Trichy,Lateritic Hill Soil,6.92,6.5,6.25,6.75,89.2,Medium,65.6,Medium,50.9,Not available (SoilGrids does not model phosphorus),Medium,52.3,64.5,290.0,0.2,preliminary
8666,Madurai,Lateritic Hill Soil,9.21,6.54,6.29,6.79,83.1,Medium,65.0,Medium,48.0,Not available (SoilGrids does not model phosphorus),High,32.3,57.1,225.7,0.8,preliminary
8667,Vellore,Red Loam,2.72,7.0,6.75,7.25,89.1,Medium,62.1,Medium,57.7,Not available (SoilGrids does not model phosphorus),Medium,61.9,67.7,632.8,0.4,preliminary
8668,Tirunelveli,Black Clay Loam,3.83,7.72,7.47,7.97,89.6,Medium,62.8,Medium,42.5,Not available (SoilGrids does not model phosphorus),High,55.6,62.6,644.1,0.8,preliminary
8669,Kovilpatti,Red Sandy Loam,4.45,6.43,6.18,6.68,85.2,Low,46.5,Medium,46.8,Not available (SoilGrids does not model phosphorus),Medium,33.4,53.0,163.1,0.0,preliminary
8670,Coimbatore,Coastal Alluvial,2.24,6.36,6.11,6.61,85.4,Medium,52.2,Low,35.7,Not available (SoilGrids does not model phosphorus),Medium,39.3,53.2,535.3,0.4,preliminary
8671,Trichy,Red Sandy Loam,4.66,7.19,6.94,7.44,89.1,Medium,46.4,Medium,62.0,Not available (SoilGrids does not model phosphorus),Medium,39.5,59.2,585.0,1.5,preliminary
8672,Kovilpatti,Black Clay Loam,8.36,6.67,6.42,6.92,86.5,Medium,68.0,Medium,63.0,Not available (SoilGrids does not model phosphorus),Medium,40.4,64.5,683.2,0.7,preliminary
8673,Tirunelveli,Red Sandy Loam,0.86,6.92,6.67,7.17,87.7,Medium,57.4,Medium,55.7,Not available (SoilGrids does not model phosphorus),Medium,33.2,58.5,369.6,0.0,preliminary
8674,Krishnagiri,Red Loam,6.24,6.65,6.4,6.9,85.9,Medium,59.1,Medium,49.3,Not available (SoilGrids does not model phosphorus),Low,30.1,56.1,22.5,0.8,preliminary
8675,Nilgiris,Coastal Alluvial,1.74,7.11,6.86,7.36,87.1,Medium,56.3,Medium,50.0,Not available (SoilGrids does not model phosphorus),Low,65.6,64.8,445.7,3.1,preliminary
8676,Trichy,Black Clay Loam,9.48,6.39,6.14,6.64,90.0,Medium,52.9,Medium,41.3,Not available (SoilGrids does not model phosphorus),Low,44.4,57.2,112.7,0.9,preliminary
8677,Nagapattinam,Coastal Alluvial,7.86,6.99,6.74,7.24,88.5,Medium,62.0,Medium,54.6,Not available (SoilGrids does not model phosphorus),Medium,42.5,61.9,438.4,2.2,preliminary
8678,Tirunelveli,Lateritic Hill Soil,2.32,7.0,6.75,7.25,89.1,Medium,58.0,High,60.0,Not available (SoilGrids does not model phosphorus),Medium,64.4,67.9,474.1,0.3,preliminary
8679,Tirunelveli,Red Loam,4.68,6.5,6.25,6.75,93.2,Low,58.9,Low,54.6,Not available (SoilGrids does not model phosphorus),Low,50.5,64.3,512.1,1.1,preliminary
8680,Tirunelveli,Red Loam,3.4,7.12,6.87,7.37,87.6,Medium,63.1,High,44.4,Not available (SoilGrids does not model phosphorus),High,53.8,62.2,761.6,2.3,preliminary
8681,Nagapattinam,Alluvial Clay,6.55,6.47,6.22,6.72,87.0,Low,64.3,Medium,47.3,Not available (SoilGrids does not model phosphorus),Low,24.5,55.8,415.6,3.3,preliminary
8682,Nagapattinam,Alluvial Clay,1.64,7.1,6.85,7.35,85.0,Medium,49.4,Medium,37.7,Not available (SoilGrids does not model phosphorus),Medium,58.4,57.6,298.6,2.0,preliminary
8683,Nilgiris,Black Clay Loam,7.59,6.63,6.38,6.88,88.8,Medium,65.5,Medium,56.4,Not available (SoilGrids does not model phosphorus),High,59.4,67.5,630.0,0.9,preliminary
8684,Thanjavur,Black Cotton Soil,8.12,7.32,7.07,7.57,87.3,Medium,67.7,Medium,47.7,Not available (SoilGrids does not model phosphorus),Low,55.2,64.5,296.2,4.8,preliminary
8685,Madurai,Coastal Alluvial,5.91,6.71,6.46,6.96,88.6,Medium,54.7,Medium,52.2,Not available (SoilGrids does not model phosphorus),Low,60.2,63.9,585.6,1.4,preliminary
8686,Nilgiris,Alluvial Clay,4.18,7.26,7.01,7.51,93.1,Medium,60.5,High,43.6,Not available (SoilGrids does not model phosphorus),Medium,49.2,61.6,528.1,2.3,preliminary
8687,Vellore,Red Sandy Loam,6.68,6.96,6.71,7.21,85.5,Medium,56.6,Medium,52.2,Not available (SoilGrids does not model phosphorus),Medium,53.6,62.0,386.9,3.8,preliminary
8688,Vellore,Red Sandy Loam,9.06,6.9,6.65,7.15,88.0,Medium,72.1,Medium,52.6,Not available (SoilGrids does not model phosphorus),Medium,45.4,64.5,123.6,2.1,preliminary
8689,Tirunelveli,Black Clay Loam,6.68,6.96,6.71,7.21,86.6,Medium,60.4,Medium,58.6,Not available (SoilGrids does not model phosphorus),Medium,47.2,63.2,339.5,2.3,preliminary
8690,Madurai,Lateritic Hill Soil,7.34,6.72,6.47,6.97,86.3,Medium,56.8,High,57.5,Not available (SoilGrids does not model phosphorus),Low,41.4,60.5,79.1,3.5,preliminary
8691,Coimbatore,Alluvial Clay,7.6,6.07,5.82,6.32,92.0,Medium,56.8,Medium,37.4,Not available (SoilGrids does not model phosphorus),Medium,40.8,56.8,37.8,0.1,preliminary
8692,Kovilpatti,Alluvial Clay,7.35,6.01,5.76,6.26,82.5,Medium,67.0,Medium,64.7,Not available (SoilGrids does not model phosphorus),Low,48.9,65.8,94.0,0.4,preliminary
8693,Trichy,Black Cotton Soil,9.72,7.59,7.34,7.84,92.6,Medium,51.5,Medium,44.0,Not available (SoilGrids does not model phosphorus),Low,50.9,59.8,232.6,0.4,preliminary
8694,Nagapattinam,Black Clay Loam,7.6,6.22,5.97,6.47,85.2,Medium,48.6,Medium,67.4,Not available (SoilGrids does not model phosphorus),Medium,46.1,61.8,441.3,1.2,preliminary
8695,Trichy,Black Clay Loam,1.43,6.71,6.46,6.96,91.5,Medium,43.4,High,36.8,Not available (SoilGrids does not model phosphorus),High,49.0,55.2,211.9,5.2,preliminary
8696,Madurai,Coastal Alluvial,6.09,6.38,6.13,6.63,83.3,Medium,63.4,Medium,39.2,Not available (SoilGrids does not model phosphorus),Low,29.2,53.8,594.8,1.8,preliminary
8697,Nilgiris,Alluvial Clay,8.27,7.99,7.74,8.24,92.1,Medium,68.3,Medium,62.6,Not available (SoilGrids does not model phosphorus),High,61.2,71.0,166.8,5.0,preliminary
8698,Tirunelveli,Red Sandy Loam,7.63,6.68,6.43,6.93,90.1,Medium,54.0,Medium,46.8,Not available (SoilGrids does not model phosphorus),Low,33.6,56.1,744.3,4.0,preliminary
8699,Thanjavur,Black Cotton Soil,5.89,5.95,5.7,6.2,85.2,Medium,50.9,Low,46.5,Not available (SoilGrids does not model phosphorus),Medium,34.6,54.3,299.5,0.7,preliminary
8700,Krishnagiri,Black Cotton Soil,7.06,6.7,6.45,6.95,84.6,High,60.4,Low,45.0,Not available (SoilGrids does not model phosphorus),Medium,36.4,56.6,30.4,0.4,preliminary
8701,Coimbatore,Alluvial Clay,1.53,6.76,6.51,7.01,87.8,Medium,57.2,Medium,50.8,Not available (SoilGrids does not model phosphorus),Medium,55.5,62.8,340.5,2.9,preliminary
8702,Kovilpatti,Black Cotton Soil,4.94,6.1,5.85,6.35,88.8,High,73.1,Medium,46.6,Not available (SoilGrids does not model phosphorus),Low,39.2,61.9,232.9,0.5,preliminary
8703,Nagapattinam,Lateritic Hill Soil,1.7,6.54,6.29,6.79,83.9,High,59.0,Medium,42.0,Not available (SoilGrids does not model phosphorus),Medium,42.2,56.8,296.0,1.8,preliminary
8704,Trichy,Black Cotton Soil,9.84,7.06,6.81,7.31,89.9,Medium,70.0,Low,50.4,Not available (SoilGrids does not model phosphorus),Low,27.3,59.4,194.0,11.7,preliminary
8705,Madurai,Black Cotton Soil,8.35,7.41,7.16,7.66,91.5,Low,59.3,Medium,45.5,Not available (SoilGrids does not model phosphorus),Medium,24.2,55.1,450.4,7.2,preliminary
8706,Madurai,Coastal Alluvial,6.87,6.57,6.32,6.82,88.1,Medium,66.1,Medium,50.9,Not available (SoilGrids does not model phosphorus),Medium,35.2,60.1,370.3,1.1,preliminary
8707,Trichy,Red Loam,8.2,6.53,6.28,6.78,84.9,Medium,60.3,Low,41.1,Not available (SoilGrids does not model phosphorus),Medium,61.2,61.9,110.8,3.6,preliminary
8708,Tirunelveli,Black Cotton Soil,6.06,7.6,7.35,7.85,92.6,Medium,50.0,High,41.7,Not available (SoilGrids does not model phosphorus),Medium,51.2,58.9,690.9,5.3,preliminary
8709,Trichy,Coastal Alluvial,9.75,7.12,6.87,7.37,85.9,Medium,59.8,Medium,37.2,Not available (SoilGrids does not model phosphorus),Medium,43.5,56.6,545.9,0.2,preliminary
8710,Thanjavur,Black Clay Loam,8.41,7.08,6.83,7.33,88.2,Medium,65.3,Medium,49.8,Not available (SoilGrids does not model phosphorus),Low,42.8,61.5,229.7,7.3,preliminary
8711,Coimbatore,Alluvial Clay,0.94,6.66,6.41,6.91,88.7,Medium,69.6,Medium,61.1,Not available (SoilGrids does not model phosphorus),Low,39.1,64.6,525.5,2.3,preliminary
8712,Krishnagiri,Black Clay Loam,6.52,6.57,6.32,6.82,88.8,High,63.9,Low,51.2,Not available (SoilGrids does not model phosphorus),Medium,46.6,62.6,204.0,1.2,preliminary
8713,Thanjavur,Red Sandy Loam,5.35,6.68,6.43,6.93,87.8,Medium,58.7,Medium,49.1,Not available (SoilGrids does not model phosphorus),Medium,46.9,60.6,198.3,1.0,preliminary
8714,Madurai,Coastal Alluvial,1.31,6.86,6.61,7.11,88.8,Medium,62.1,Low,66.1,Not available (SoilGrids does not model phosphorus),High,51.7,67.2,629.7,1.4,preliminary
8715,Krishnagiri,Red Sandy Loam,2.9,6.82,6.57,7.07,87.5,Medium,51.0,Medium,40.9,Not available (SoilGrids does not model phosphorus),High,28.4,52.0,522.4,0.8,preliminary
8716,Thanjavur,Red Loam,8.86,6.77,6.52,7.02,93.0,Medium,61.1,Medium,49.3,Not available (SoilGrids does not model phosphorus),Medium,43.0,61.6,752.9,3.0,preliminary
8717,Madurai,Red Sandy Loam,8.61,6.3,6.05,6.55,83.5,Medium,58.7,Medium,32.0,Not available (SoilGrids does not model phosphorus),Medium,60.4,58.6,444.6,1.5,preliminary
8718,Madurai,Black Clay Loam,4.85,6.91,6.66,7.16,83.2,Medium,59.6,Medium,52.6,Not available (SoilGrids does not model phosphorus),Low,34.8,57.6,573.3,2.2,preliminary
8719,Madurai,Coastal Alluvial,6.52,7.02,6.77,7.27,85.4,Medium,60.5,Medium,56.3,Not available (SoilGrids does not model phosphorus),Medium,61.5,65.9,313.2,1.1,preliminary
8720,Vellore,Red Sandy Loam,5.47,6.38,6.13,6.63,86.8,Medium,54.7,Medium,62.5,Not available (SoilGrids does not model phosphorus),Medium,31.6,58.9,422.8,5.1,preliminary
8721,Coimbatore,Lateritic Hill Soil,6.06,6.8,6.55,7.05,90.8,Medium,50.1,High,60.6,Not available (SoilGrids does not model phosphorus),High,42.9,61.1,433.2,5.4,preliminary
8722,Trichy,Coastal Alluvial,1.26,6.91,6.66,7.16,89.3,Medium,49.6,Low,55.7,Not available (SoilGrids does not model phosphorus),Medium,40.2,58.7,223.3,7.0,preliminary
8723,Krishnagiri,Alluvial Clay,1.63,6.75,6.5,7.0,88.6,High,57.2,Medium,45.9,Not available (SoilGrids does not model phosphorus),High,29.8,55.4,783.6,0.5,preliminary
8724,Vellore,Lateritic Hill Soil,0.8,6.64,6.39,6.89,89.1,Medium,50.7,Medium,50.2,Not available (SoilGrids does not model phosphorus),Low,57.3,61.8,73.6,0.3,preliminary
8725,Madurai,Black Clay Loam,7.56,6.49,6.24,6.74,87.8,Medium,59.8,Medium,31.7,Not available (SoilGrids does not model phosphorus),High,44.6,56.0,519.9,2.3,preliminary
8726,Vellore,Red Loam,3.2,7.64,7.39,7.89,86.7,Medium,48.5,Medium,50.1,Not available (SoilGrids does not model phosphorus),Medium,28.8,53.5,472.6,4.3,preliminary
8727,Vellore,Red Loam,6.73,6.47,6.22,6.72,86.8,Medium,43.1,Medium,42.3,Not available (SoilGrids does not model phosphorus),Medium,32.4,51.2,63.2,6.0,preliminary
8728,Coimbatore,Black Cotton Soil,9.91,6.51,6.26,6.76,92.6,Medium,63.5,High,43.7,Not available (SoilGrids does not model phosphorus),Medium,65.7,66.4,131.9,0.4,preliminary
8729,Madurai,Black Clay Loam,2.39,6.28,6.03,6.53,88.4,Medium,54.2,Medium,46.5,Not available (SoilGrids does not model phosphorus),Medium,41.4,57.6,59.3,0.1,preliminary
8730,Coimbatore,Black Clay Loam,8.15,7.02,6.77,7.27,87.4,Medium,52.3,High,60.6,Not available (SoilGrids does not model phosphorus),High,32.3,58.2,372.6,1.5,preliminary
